70BCSV 	
// AQ6370B OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1546.000000
"SPAN",  35.000000
"START WL",1528.500000
"STOP WL",1563.500000
"WLFREQ", 0
"REFL", -56.990
"LSCL",-10.0
"BASEL",0.00000000000
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      2
"SMPL",      11668
"SMPLINTVL",0.0030
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESPARM", 9025
"FREQPARM", 9025





"[TRACE DATA]"
1528.5000,2.815E-010
1528.5030,6.756E-011
1528.5060,5.986E-010
1528.5090,-4.693E-010
1528.5120,6.445E-010
1528.5150,8.350E-010
1528.5180,6.682E-010
1528.5210,1.364E-010
1528.5240,1.934E-009
1528.5270,5.011E-010
1528.5300,6.699E-010
1528.5330,2.138E-010
1528.5360,5.564E-010
1528.5390,3.105E-010
1528.5420,6.942E-010
1528.5450,4.866E-010
1528.5480,5.562E-010
1528.5510,1.790E-009
1528.5540,2.179E-010
1528.5570,-1.985E-010
1528.5600,2.496E-010
1528.5630,8.265E-010
1528.5660,-1.951E-010
1528.5690,4.504E-010
1528.5720,5.222E-010
1528.5750,2.088E-010
1528.5780,1.274E-009
1528.5810,1.980E-010
1528.5840,9.364E-010
1528.5870,2.984E-010
1528.5900,4.334E-010
1528.5930,5.394E-010
1528.5960,-1.254E-010
1528.5990,8.085E-010
1528.6020,4.538E-010
1528.6050,1.091E-009
1528.6080,5.641E-010
1528.6110,1.117E-009
1528.6140,1.667E-010
1528.6170,1.054E-009
1528.6200,8.991E-010
1528.6230,-7.805E-010
1528.6260,-2.668E-010
1528.6290,8.726E-010
1528.6320,-4.235E-010
1528.6350,1.849E-010
1528.6380,4.346E-011
1528.6410,6.683E-010
1528.6440,-2.729E-010
1528.6470,6.902E-010
1528.6500,5.054E-010
1528.6530,1.269E-009
1528.6560,2.361E-010
1528.6590,7.735E-010
1528.6620,7.736E-010
1528.6650,3.066E-010
1528.6680,-4.378E-010
1528.6710,8.182E-010
1528.6740,-6.048E-011
1528.6770,5.122E-010
1528.6800,5.656E-010
1528.6830,4.806E-010
1528.6860,-1.486E-010
1528.6890,1.619E-010
1528.6920,5.607E-010
1528.6950,1.210E-009
1528.6980,6.825E-010
1528.7010,1.742E-010
1528.7040,1.055E-009
1528.7070,5.402E-010
1528.7100,6.905E-010
1528.7130,7.202E-010
1528.7160,9.811E-010
1528.7190,6.069E-010
1528.7220,7.988E-012
1528.7250,-8.904E-011
1528.7280,3.172E-010
1528.7310,8.827E-010
1528.7340,-2.817E-010
1528.7370,5.606E-010
1528.7400,1.617E-009
1528.7430,4.425E-010
1528.7460,1.040E-009
1528.7490,3.969E-010
1528.7520,3.220E-010
1528.7550,3.273E-010
1528.7580,6.313E-010
1528.7610,6.671E-010
1528.7640,2.764E-012
1528.7670,5.213E-010
1528.7700,-1.085E-010
1528.7730,6.503E-010
1528.7760,6.625E-010
1528.7790,3.183E-011
1528.7820,-1.156E-011
1528.7850,3.717E-010
1528.7880,3.503E-010
1528.7910,-3.058E-010
1528.7940,5.203E-010
1528.7970,7.639E-010
1528.8000,6.966E-010
1528.8030,3.803E-010
1528.8060,6.587E-010
1528.8090,9.194E-010
1528.8120,5.866E-010
1528.8150,6.422E-010
1528.8180,5.372E-010
1528.8210,1.037E-009
1528.8240,6.684E-010
1528.8270,7.702E-010
1528.8300,1.208E-009
1528.8330,2.634E-010
1528.8360,9.750E-010
1528.8390,7.728E-010
1528.8420,3.352E-010
1528.8450,7.247E-010
1528.8480,2.166E-010
1528.8510,3.797E-010
1528.8540,1.893E-009
1528.8570,4.153E-010
1528.8600,1.227E-009
1528.8630,1.357E-009
1528.8660,2.265E-010
1528.8690,1.311E-009
1528.8720,3.340E-010
1528.8750,9.128E-010
1528.8780,4.371E-010
1528.8810,9.066E-010
1528.8840,7.651E-010
1528.8870,8.675E-010
1528.8900,1.161E-009
1528.8930,9.670E-010
1528.8960,1.368E-009
1528.8990,8.852E-010
1528.9020,1.234E-009
1528.9050,6.643E-010
1528.9080,1.071E-009
1528.9110,1.721E-009
1528.9140,1.197E-009
1528.9170,9.508E-010
1528.9200,1.404E-009
1528.9230,9.361E-010
1528.9260,1.291E-009
1528.9290,3.262E-010
1528.9320,1.432E-009
1528.9350,8.050E-010
1528.9380,-3.277E-010
1528.9410,-8.878E-010
1528.9440,6.503E-010
1528.9470,1.003E-009
1528.9500,1.107E-009
1528.9530,4.165E-010
1528.9560,1.314E-009
1528.9590,1.572E-010
1528.9620,1.206E-010
1528.9650,1.099E-009
1528.9680,9.379E-010
1528.9710,1.724E-009
1528.9740,1.087E-009
1528.9770,4.272E-010
1528.9800,1.786E-010
1528.9830,1.528E-009
1528.9860,1.391E-009
1528.9890,1.337E-009
1528.9920,1.175E-009
1528.9950,1.726E-009
1528.9980,2.565E-009
1529.0010,1.940E-009
1529.0040,2.828E-009
1529.0070,3.816E-009
1529.0100,4.873E-009
1529.0130,4.855E-009
1529.0160,6.679E-009
1529.0190,7.532E-009
1529.0220,1.074E-008
1529.0250,1.179E-008
1529.0280,1.525E-008
1529.0310,1.700E-008
1529.0340,2.021E-008
1529.0370,2.395E-008
1529.0400,2.751E-008
1529.0430,3.062E-008
1529.0460,3.470E-008
1529.0490,4.035E-008
1529.0520,4.580E-008
1529.0550,4.988E-008
1529.0580,5.324E-008
1529.0610,5.669E-008
1529.0640,6.110E-008
1529.0670,6.572E-008
1529.0700,6.840E-008
1529.0730,7.008E-008
1529.0760,7.256E-008
1529.0790,7.370E-008
1529.0820,7.522E-008
1529.0850,7.559E-008
1529.0880,7.361E-008
1529.0910,7.413E-008
1529.0940,7.287E-008
1529.0970,7.134E-008
1529.1000,6.878E-008
1529.1030,6.639E-008
1529.1060,6.431E-008
1529.1090,6.070E-008
1529.1120,5.760E-008
1529.1150,5.382E-008
1529.1180,5.202E-008
1529.1210,4.713E-008
1529.1240,4.184E-008
1529.1270,3.783E-008
1529.1300,3.298E-008
1529.1330,2.930E-008
1529.1360,2.722E-008
1529.1390,2.248E-008
1529.1420,1.915E-008
1529.1450,1.596E-008
1529.1480,1.371E-008
1529.1510,1.137E-008
1529.1540,9.003E-009
1529.1570,6.769E-009
1529.1600,6.418E-009
1529.1630,3.745E-009
1529.1660,3.553E-009
1529.1690,3.646E-009
1529.1720,3.253E-009
1529.1750,4.292E-009
1529.1780,4.913E-009
1529.1810,4.073E-009
1529.1840,4.554E-009
1529.1870,4.368E-009
1529.1900,5.795E-009
1529.1930,7.304E-009
1529.1960,8.575E-009
1529.1990,1.005E-008
1529.2020,1.205E-008
1529.2050,1.477E-008
1529.2080,1.817E-008
1529.2110,2.256E-008
1529.2140,2.780E-008
1529.2170,3.368E-008
1529.2200,3.839E-008
1529.2230,4.587E-008
1529.2260,5.655E-008
1529.2290,6.892E-008
1529.2320,8.188E-008
1529.2350,9.293E-008
1529.2380,1.054E-007
1529.2410,1.220E-007
1529.2440,1.368E-007
1529.2470,1.506E-007
1529.2500,1.616E-007
1529.2530,1.737E-007
1529.2560,1.867E-007
1529.2590,1.969E-007
1529.2620,2.059E-007
1529.2650,2.093E-007
1529.2680,2.152E-007
1529.2710,2.184E-007
1529.2740,2.222E-007
1529.2770,2.226E-007
1529.2800,2.218E-007
1529.2830,2.205E-007
1529.2860,2.170E-007
1529.2890,2.117E-007
1529.2920,2.049E-007
1529.2950,1.989E-007
1529.2980,1.915E-007
1529.3010,1.796E-007
1529.3040,1.699E-007
1529.3070,1.598E-007
1529.3100,1.504E-007
1529.3130,1.399E-007
1529.3160,1.250E-007
1529.3190,1.104E-007
1529.3220,9.768E-008
1529.3250,8.913E-008
1529.3280,7.734E-008
1529.3310,6.461E-008
1529.3340,5.224E-008
1529.3370,4.335E-008
1529.3400,3.833E-008
1529.3430,3.095E-008
1529.3460,2.434E-008
1529.3490,1.920E-008
1529.3520,1.583E-008
1529.3550,1.371E-008
1529.3580,1.090E-008
1529.3610,8.609E-009
1529.3640,7.689E-009
1529.3670,6.577E-009
1529.3700,7.392E-009
1529.3730,5.928E-009
1529.3760,5.868E-009
1529.3790,6.513E-009
1529.3820,7.772E-009
1529.3850,8.398E-009
1529.3880,9.915E-009
1529.3910,1.228E-008
1529.3940,1.400E-008
1529.3970,1.824E-008
1529.4000,2.128E-008
1529.4030,2.522E-008
1529.4060,3.071E-008
1529.4090,3.828E-008
1529.4120,4.729E-008
1529.4150,5.550E-008
1529.4180,6.613E-008
1529.4210,8.117E-008
1529.4240,9.637E-008
1529.4270,1.129E-007
1529.4300,1.277E-007
1529.4330,1.434E-007
1529.4360,1.661E-007
1529.4390,1.856E-007
1529.4420,2.053E-007
1529.4450,2.187E-007
1529.4480,2.339E-007
1529.4510,2.512E-007
1529.4540,2.635E-007
1529.4570,2.745E-007
1529.4600,2.819E-007
1529.4630,2.883E-007
1529.4660,2.950E-007
1529.4690,2.988E-007
1529.4720,2.980E-007
1529.4750,2.973E-007
1529.4780,2.959E-007
1529.4810,2.908E-007
1529.4840,2.839E-007
1529.4870,2.755E-007
1529.4900,2.680E-007
1529.4930,2.591E-007
1529.4960,2.463E-007
1529.4990,2.330E-007
1529.5020,2.225E-007
1529.5050,2.092E-007
1529.5080,1.902E-007
1529.5110,1.730E-007
1529.5140,1.558E-007
1529.5170,1.410E-007
1529.5200,1.264E-007
1529.5230,1.067E-007
1529.5260,9.048E-008
1529.5290,7.459E-008
1529.5320,6.647E-008
1529.5350,5.427E-008
1529.5380,4.240E-008
1529.5410,3.385E-008
1529.5440,2.823E-008
1529.5470,2.356E-008
1529.5500,1.943E-008
1529.5530,1.577E-008
1529.5560,1.252E-008
1529.5590,1.091E-008
1529.5620,1.033E-008
1529.5650,8.146E-009
1529.5680,8.031E-009
1529.5710,7.006E-009
1529.5740,6.963E-009
1529.5770,6.403E-009
1529.5800,7.741E-009
1529.5830,9.008E-009
1529.5860,1.129E-008
1529.5890,1.337E-008
1529.5920,1.635E-008
1529.5950,1.819E-008
1529.5980,2.247E-008
1529.6010,2.832E-008
1529.6040,3.453E-008
1529.6070,3.957E-008
1529.6100,4.844E-008
1529.6130,6.037E-008
1529.6160,7.299E-008
1529.6190,8.698E-008
1529.6220,1.001E-007
1529.6250,1.147E-007
1529.6280,1.358E-007
1529.6310,1.545E-007
1529.6340,1.749E-007
1529.6370,1.895E-007
1529.6400,2.063E-007
1529.6430,2.253E-007
1529.6460,2.418E-007
1529.6490,2.565E-007
1529.6520,2.650E-007
1529.6550,2.748E-007
1529.6580,2.842E-007
1529.6610,2.916E-007
1529.6640,2.950E-007
1529.6670,2.974E-007
1529.6700,2.968E-007
1529.6730,2.962E-007
1529.6760,2.925E-007
1529.6790,2.874E-007
1529.6820,2.828E-007
1529.6850,2.746E-007
1529.6880,2.645E-007
1529.6910,2.520E-007
1529.6940,2.391E-007
1529.6970,2.288E-007
1529.7000,2.151E-007
1529.7030,1.990E-007
1529.7060,1.827E-007
1529.7090,1.657E-007
1529.7120,1.514E-007
1529.7150,1.353E-007
1529.7180,1.178E-007
1529.7210,1.001E-007
